"","","","","","","","","","",""
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","2","63600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Teh O Manis Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Hot Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Es Campur","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","3","95400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Nasi G.B - Bakso Buntut","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Buntut Penyet","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Es Campur","","33800","3","101400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Melon Selasih Drink","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Telur Mata Sapi","","8000","1","8000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32656","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Sop Daging Iga Cak Yo","","56800","3","170400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Avocado Choco Ice Cream","","30800","3","92400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Kari Komplit (lidah, kikil, baba","","53800","1","53800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32623","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Sop Lidah + Paru Cak Yo","","41800","2","83600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Kulit Pangsit Goreng (4 pcs)","","18800","1","18800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32629","15 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Sop Daging Iga Cak Yo","","56800","2","113600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Es Cendol","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Es Melon Selasih","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Kopi Susu Dingin","","24800","1","24800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Mineral Water","","9800","4","39200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32636","15 January 2020","Pangsit Goreng Ayam","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32630","15 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32630","15 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32630","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32630","15 January 2020","Teh O Tawar Hangat","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32630","15 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32624","15 January 2020","Mie G.B - Kikil","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32624","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32628","15 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32628","15 January 2020","Nasi D.Asap - Daging Iga","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32628","15 January 2020","Orange Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32628","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32628","15 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Bakso Buntut Komplit","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Nasi D.Asap - Lidah","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Avocado Juice","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Belimbing Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32635","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Rawon Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Rawon Buntut","","69800","1","69800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Teh O Tawar Hangat","","11800","3","35400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Tahu Goreng","","24800","1","24800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Emping","","10000","2","20000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32639","15 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32627","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32627","15 January 2020","Mie G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32627","15 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32627","15 January 2020","Mineral Water","","9800","2","19600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Sop Kikil + Babat Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Kari Babat","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32649","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Sop Tulang Muda Original","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Sop Buntut Special Cak Yo","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Sop Collagen Iga","","58800","1","58800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Nasi G.B - Buntut Cabe Ijo","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Teh O Manis Dingin","","11800","4","47200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32643","15 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32622","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32631","15 January 2020","Sop Lidah Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32631","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32631","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32631","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32631","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Sop Lidah + Babat Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Nasi G.B - Kikil Cabe Ijo","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Kopi O Gayo Tawar Hangat","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Kopi O Gayo Tawar Hangat","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Sop Lidah + Kikil Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32650","15 January 2020","Kopi O Gayo Manis Hangat","","27800","1","27800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32633","15 January 2020","Sop Kikil + Babat Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32633","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32633","15 January 2020","Nasi G.B - Kikil","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32633","15 January 2020","Teh O Manis Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Sop Tulang Muda Cak Yo","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Bihun","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Bakso Buntut Komplit","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Teh O Tawar Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32637","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32634","15 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32634","15 January 2020","Sop Daging Iga Cak Yo","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32634","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32634","15 January 2020","Honeydew Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32634","15 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32626","15 January 2020","Sop Tulang Muda Cak Yo","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32638","15 January 2020","Nasi G.B - Keju","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32638","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32644","15 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32644","15 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32644","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32644","15 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32644","15 January 2020","Mie G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32647","15 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32647","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32647","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32647","15 January 2020","Kopi Gayo Tarik Dingin","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32647","15 January 2020","Kopi Gayo Susu Dingin","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32645","15 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32645","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32645","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32645","15 January 2020","Mie G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32653","15 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32653","15 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32653","15 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32653","15 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32653","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
