"","","","","","","","","","",""
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32585","14 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32585","14 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32585","14 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32585","14 January 2020","Sop Lidah + Paru Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32585","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Sop Komplit Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Sop Lidah Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32584","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Es Melon Selasih","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Bakso Buntut Halus","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Sop Daging Iga + Paru Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32601","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Sop Komplit Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Sop Daging Iga Original","","56800","2","113600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Bakso Buntut Tahu","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Nasi Putih","","8800","4","35200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Bihun","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Mie G.B - Seafood","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32586","14 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32590","14 January 2020","Sop Lidah + Kikil Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32590","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32590","14 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Kari Komplit (lidah, kikil, baba","","53800","1","53800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32589","14 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32587","14 January 2020","Sop Daging Iga + Kikil Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32587","14 January 2020","Nasi G.B - Daging Iga Cabe Ijo","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32587","14 January 2020","Kopi Gayo Tarik Dingin","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32587","14 January 2020","Belimbing Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32591","14 January 2020","Sop Daging Iga + Kikil Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32591","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32591","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32591","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32595","14 January 2020","Sop Buntut Premium Original","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32595","14 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32595","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32595","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","2","99600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Bakso Buntut Komplit","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Nasi Putih","","8800","3","26400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Hot Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32594","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32600","14 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32600","14 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32600","14 January 2020","Bakso Buntut Telur Puyuh","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32600","14 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32600","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32588","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32592","14 January 2020","Bakso Buntut Urat","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32592","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32602","14 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32602","14 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32602","14 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32602","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32602","14 January 2020","Kopi Gayo Tarik Dingin","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32596","14 January 2020","Sop Daging Iga Original","","56800","2","113600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32596","14 January 2020","Nasi D.Asap - Lidah","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32596","14 January 2020","Teh O Tawar Dingin","","11800","2","23600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32598","14 January 2020","Sop Kikil Original","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32598","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32598","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32603","14 January 2020","Kopi Gayo Tarik Hangat","","28800","2","57600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32603","14 January 2020","Avocado Juice","","28800","1","28800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32603","14 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32604","14 January 2020","Sop Kikil + Babat Cak Yo","","41800","1","41800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32604","14 January 2020","Kwetiao","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32606","14 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32606","14 January 2020","Hot Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32605","14 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32605","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32605","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Sop Buntut Special Cak Yo","","64800","3","194400"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Nasi D.Asap - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","2","63600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Es Campur","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Carrot Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Guava Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32608","14 January 2020","Mineral Water","","9800","4","39200"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32609","14 January 2020","Sop Tulang Muda Original","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32609","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32609","14 January 2020","Teh O Tawar Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32609","14 January 2020","Es Cendol","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Sop Daging Iga + Kikil Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32610","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32607","14 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32607","14 January 2020","Nasi G.B - Buntut Cabe Ijo","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32607","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32607","14 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32613","14 January 2020","Sop Daging Iga + Lidah Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32613","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32613","14 January 2020","Nasi G.B - Kikil Cabe Ijo","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Nasi G.B - Seafood","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Nasi G.B - Keju","","46800","2","93600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32611","14 January 2020","Mineral Water","","9800","6","58800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Sop Daging Iga + Babat Original","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Bakso Buntut Halus","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Bakmi Ayam Pangsit","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Lime Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Teh Susu","","23800","1","23800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32612","14 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32614","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32614","14 January 2020","Rawon Buntut","","69800","1","69800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32614","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32614","14 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32614","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32615","14 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32615","14 January 2020","Sop Buntut Premium Original","","88800","1","88800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32615","14 January 2020","Extra Soup Original","","6000","1","6000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32616","14 January 2020","Sop Buntut Special Original","","64800","1","64800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32616","14 January 2020","Belimbing Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32616","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32617","14 January 2020","Bakso Buntut Halus","","38800","1","38800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32617","14 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32617","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Kari Buntut Cak Yo","","71800","1","71800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Nasi G.B - Keju","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Honeydew Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Kedondong Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32618","14 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Bakso Buntut Komplit","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Nasi D.Asap - Buntut","","62800","2","125600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Avocado Choco Ice Cream","","30800","2","61600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Teh O Manis Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Orange Juice","","26800","1","26800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Es Campur","","33800","1","33800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Extra Soup Original","","6000","1","6000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Teh O Tawar Hangat","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Bakso Tahu Goreng (5 pcs)","","31800","1","31800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32621","15 January 2020","Emping","","10000","1","10000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32620","15 January 2020","Iced Lemon Tea","","19800","1","19800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi D.Asap - Lidah","","42800","1","42800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Buntut Penyet","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Mie G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Kikil","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi D.Asap - Daging Ayam","","40800","1","40800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi D.Asap - Daging Iga","","52800","1","52800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Buntut Bakar","","68800","1","68800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Sop Daging Iga + Paru Cak Yo","","49800","1","49800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Kikil","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Buntut","","62800","1","62800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi G.B - Keju","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Telur Dadar","","8000","1","8000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32619","15 January 2020","Telur Mata Sapi","","8000","1","8000"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Garang Asem Iga","","59800","1","59800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Sop Daging Iga Original","","56800","1","56800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Nasi G.B - Bakso Buntut","","46800","1","46800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Nasi Putih","","8800","1","8800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Teh O Manis Dingin","","11800","1","11800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32625","15 January 2020","Mineral Water","","9800","1","9800"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Sop Daging Iga + Kikil Cak Yo","","49800","2","99600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Nasi Putih","","8800","2","17600"
"14","CHOP BUNTUT","1","CHOP BUNTUT ARCADIA GREEN PARK","32632","15 January 2020","Nasi G.B - Seafood","","46800","1","46800"
