"MERCHANT NAME","BRANCH NAME","NPWP","NOPD","BILL NO","DATE","TOTAL AMOUNT","SERVICE","PPN","TOTAL TRX AMOUNT","PAYMENT TYPE"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020148","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012453","2019-11-05 00:00:00","102000","6120","10812","118932","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020181","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031558","2019-11-05 00:00:00","239000","14340","25334","278674","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027461","2019-11-05 00:00:00","68000","4080","7208","79288","GoPay"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031590","2019-11-05 00:00:00","425000","25500","45050","495550","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027493","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008102","2019-11-05 00:00:00","811000","48660","85966","945626","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020149","2019-11-05 00:00:00","267000","16020","28302","311322","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020150","2019-11-05 00:00:00","58000","3480","6148","67628","GoPay"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012454","2019-11-05 00:00:00","1190000","71400","126140","1387540","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020182","2019-11-05 00:00:00","796000","47760","84376","928136","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031559","2019-11-05 00:00:00","89000","5340","9434","103774","GoPay"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027462","2019-11-05 00:00:00","89000","5340","9434","103774","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031591","2019-11-05 00:00:00","599000","35940","63494","698434","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027494","2019-11-05 00:00:00","221000","13260","23426","257686","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008103","2019-11-05 00:00:00","809000","48540","85754","943294","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GAJAH MADA","153060110004","1081805080027","A19240008104","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020151","2019-11-05 00:00:00","3184000","191040","337504","3712544","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012455","2019-11-05 00:00:00","714000","42840","75684","832524","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020183","2019-11-05 00:00:00","258000","15480","27348","300828","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031560","2019-11-05 00:00:00","634000","38040","67204","739244","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027463","2019-11-05 00:00:00","186000","11160","19716","216876","GoPay"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031592","2019-11-05 00:00:00","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027495","2019-11-05 00:00:00","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012424","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020152","2019-11-05 00:00:00","2856000","171360","302736","3330096","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012456","2019-11-05 00:00:00","1436000","86160","152216","1674376","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020184","2019-11-05 00:00:00","481000","28860","50986","560846","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031561","2019-11-05 00:00:00","162000","9720","17172","188892","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027464","2019-11-05 00:00:00","241000","14460","25546","281006","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031593","2019-11-05 00:00:00","382000","22920","40492","445412","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027496","2019-11-05 00:00:00","392000","23520","41552","457072","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012425","2019-11-05 00:00:00","89000","5340","9434","103774","GoPay"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020153","2019-11-05 00:00:00","169000","10140","17914","197054","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012457","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020185","2019-11-05 00:00:00","332000","19920","35192","387112","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031562","2019-11-05 00:00:00","714000","42840","75684","832524","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027465","2019-11-05 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031594","2019-11-05 00:00:00","507000","30420","53742","591162","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027497","2019-11-05 00:00:00","358000","21480","37948","417428","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012426","2019-11-05 00:00:00","499000","29940","52894","581834","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020154","2019-11-05 00:00:00","352000","21120","37312","410432","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012458","2019-11-05 00:00:00","1194000","71640","126564","1392204","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020186","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031563","2019-11-05 00:00:00","207000","12420","21942","241362","CASH"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027466","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031595","2019-11-05 00:00:00","966000","57960","102396","1126356","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012427","2019-11-05 00:00:00","1682000","100920","178292","1961212","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020155","2019-11-05 00:00:00","210000","12600","22260","244860","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012459","2019-11-05 00:00:00","398000","23880","42188","464068","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020187","2019-11-05 00:00:00","326000","19560","34556","380116","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031564","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027467","2019-11-05 00:00:00","129000","7740","13674","150414","CASH"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031596","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012428","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020156","2019-11-05 00:00:00","183000","10980","19398","213378","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012460","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020188","2019-11-05 00:00:00","952000","57120","100912","1110032","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031565","2019-11-05 00:00:00","1592000","95520","168752","1856272","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027468","2019-11-05 00:00:00","238000","14280","25228","277508","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031597","2019-11-05 00:00:00","916000","54960","97096","1068056","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031598","2019-11-05 00:00:00","1198000","71880","126988","1396868","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012429","2019-11-05 00:00:00","476000","28560","50456","555016","CASH"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020157","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012461","2019-11-05 00:00:00","389000","23340","41234","453574","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020189","2019-11-05 00:00:00","481000","28860","50986","560846","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031566","2019-11-05 00:00:00","476000","28560","50456","555016","EDC MANDIRI (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027469","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031599","2019-11-05 00:00:00","1110000","66600","117660","1294260","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012430","2019-11-05 00:00:00","178000","10680","18868","207548","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU CITYWALK SUDIRMAN","153060110004","1011605050006","A19050020158","2019-11-05 00:00:00","162000","9720","17172","188892","CASH"
"GYU-KAKU","GYU-KAKU GANDARIA CITY","153060110004","1061905050102","A19300012462","2019-11-05 00:00:00","464000","27840","49184","541024","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027438","2019-11-05 00:00:00","179000","10740","18974","208714","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU PIM","153060110004","1061705050078","A19140031567","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
"GYU-KAKU","GYU-KAKU NEO SOHO","153060110004","1081605050057","A19080027470","2019-11-05 00:00:00","476000","28560","50456","555016","EDC BCA (m)"
